ID,temperature_2m_°C,relative_humidity_2m_%,dew_point_2m_°C,apparent_temperature_°C,precipitation_mm,pressure_msl_hPa,surface_pressure_hPa,cloud_cover_%,cloud_cover_low_%,cloud_cover_mid_%,cloud_cover_high_%,vapour_pressure_deficit_kPa,wind_speed_10m_km/h,wind_speed_100m_km/h,wind_direction_10m_°,wind_direction_100m_°,wind_gusts_10m_km/h,soil_temperature_0_to_7cm_°C,soil_temperature_7_to_28cm_°C,soil_temperature_28_to_100cm_°C,soil_temperature_100_to_255cm_°C,soil_moisture_0_to_7cm_m/m,soil_moisture_7_to_28cm_m/m,soil_moisture_28_to_100cm_m/m,soil_moisture_100_to_255cm_m/m,shortwave_radiation_W/m,direct_radiation_W/m,diffuse_radiation_W/m,direct_normal_irradiance_W/m,global_tilted_irradiance_W/m,terrestrial_radiation_W/m,is_day_,sunshine_duration_s,electricity_shutdown,hour,day,month,year,day_of_week
93,24.5,84.0,21.6,28.9,0.0,1011.3,987.3,46.0,17.0,4.0,100,0.5,3.9499999999999997,1.8,360.0,217.0,4.3,26.5,26.8,25.6,25.4,0.216,0.239,0.234,0.318,0,0,0,0.0,0,0.0,0,0.0,0.0,20,4,1,2022,1
94,24.2,83.5,21.4,27.8,0.0,1011.5,987.4,45.0,17.0,2.0,100,0.4,4.6,3.5,342.0,266.0,5.0,25.7,26.7,25.6,25.4,0.217,0.239,0.234,0.318,0,0,0,0.0,0,0.0,0,0.0,0.0,21,4,1,2022,1
95,23.9,83.0,21.0,27.7,0.0,1011.7,987.6,38.0,9.0,0.0,100,0.51,4.7,8.7,337.0,315.0,6.0,25.2,26.6,25.6,25.4,0.217,0.239,0.234,0.318,0,0,0,0.0,0,0.0,0,0.0,0.0,22,4,1,2022,1
96,23.6,83.0,20.8,27.4,0.0,1011.8,987.7,30.0,1.0,1.0,100,0.49,5.4,9.6,340.0,307.0,7.0,24.8,26.4,25.6,25.4,0.217,0.239,0.233,0.318,0,0,0,0.0,0,0.0,0,0.0,0.0,23,4,1,2022,1
97,23.3,84.0,20.4,26.7,0.0,1011.3,987.2,22.0,0.0,0.0,75,0.44999999999999996,4.9,9.0,343.0,299.0,8.0,24.4,26.3,25.6,25.4,0.217,0.238,0.233,0.318,0,0,0,0.0,0,0.0,0,0.0,0.0,0,5,1,2022,2
98,23.025,85.0,20.1,26.0,0.0,1011.0,986.85,26.0,0.0,0.0,98,0.41,4.8,8.3,347.0,304.0,9.0,24.0,26.1,25.6,25.4,0.217,0.238,0.233,0.318,0,0,0,0.0,0,0.0,0,0.0,0.0,1,5,1,2022,2
99,22.75,84.0,20.0,25.9,0.0,1010.7,986.5,30.0,0.0,0.0,100,0.43,5.0,8.8,339.0,305.0,8.6,23.7,25.9,25.6,25.4,0.218,0.238,0.2325,0.318,0,0,0,0.0,0,0.0,0,0.0,0.0,2,5,1,2022,2
100,22.475,83.0,19.8,25.6,0.0,1010.6,986.5,15.0,0.0,0.0,14,0.46,6.4,9.7,344.0,312.0,10.8,23.5,25.7,25.6,25.4,0.218,0.238,0.232,0.318,0,0,0,0.0,0,0.0,0,0.0,0.0,3,5,1,2022,2
101,22.2,84.0,19.4,24.8,0.0,1010.7,986.5,0.0,0.0,0.0,0,0.42,6.7,11.0,344.0,311.0,12.2,23.3,25.5,25.6,25.4,0.218,0.238,0.232,0.318,0,0,0,0.0,0,0.0,0,0.0,0.0,4,5,1,2022,2
102,21.6,85.0,19.0,24.3,0.0,1011.0,986.7,2.0,0.0,0.0,27,0.38,5.35,9.2,344.0,309.0,11.5,23.0,25.4,25.6,25.4,0.218,0.237,0.232,0.318,0,0,0,0.0,0,0.0,0,0.0,0.0,5,5,1,2022,2
103,23.166666666666668,84.0,19.4,25.2,0.0,1011.7,987.6500000000001,4.0,0.0,0.0,13,0.42,4.0,6.6,350.0,311.0,9.0,22.8,25.2,25.6,25.4,0.218,0.237,0.232,0.318,15,6,9,63.3,15,72.5,1,18.11,0.0,6,5,1,2022,2
104,24.733333333333334,79.0,21.4,28.9,0.0,1012.6,988.6,19.0,0.0,0.0,81,0.61,4.3,5.9,294.0,281.0,9.0,23.7,25.0,25.6,25.4,0.219,0.238,0.231,0.318,181,127,54,540.5,181,332.4,1,3600.0,0.0,7,5,1,2022,2
105,26.3,74.0,21.3,30.2,0.0,1012.7,988.8,34.0,4.0,2.0,98,0.89,4.6,5.6,252.0,255.0,13.7,25.2,25.0,25.6,25.4,0.218,0.238,0.231,0.318,391,264,127,574.1,391,650.5,1,3600.0,0.0,8,5,1,2022,2
106,26.666666666666668,71.0,21.3,31.2,0.0,1012.6,988.7,23.0,8.0,8.0,38,1.04,5.0,6.5,236.0,236.0,16.6,26.7,25.1,25.6,25.4,0.217,0.237,0.23,0.318,606,475,131,723.0,606,929.4,1,3600.0,0.0,9,5,1,2022,2
107,27.033333333333335,69.0,21.4,32.8,0.0,1011.8,988.0,22.0,8.0,3.0,36,1.16,5.4,6.1,228.0,225.5,16.9,28.0,25.3,25.6,25.4,0.215,0.235,0.2295,0.318,752,593,159,729.5,752,1149.9,1,3600.0,0.0,10,5,1,2022,2
108,27.4,66.0,21.5,33.9,0.0,1011.3,987.6,21.0,8.0,3.0,41,1.3,8.3,10.1,214.0,215.0,21.6,29.2,25.6,25.6,25.4,0.212,0.234,0.229,0.317,897,732,165,798.3,897,1297.1,1,3600.0,0.0,11,5,1,2022,2
109,27.766666666666666,64.0,21.3,34.1,0.0,1010.8,987.1,14.0,15.333333333333332,7.0,7,1.4300000000000002,10.3,13.2,205.0,206.0,22.933333333333334,29.9,25.9,25.6,25.4,0.209,0.232,0.229,0.317,926,772,154,802.5,926,1360.9,1,3600.0,0.0,12,5,1,2022,2
110,28.133333333333333,62.0,21.1,34.1,0.0,1010.2,986.6,21.0,22.666666666666664,7.0,17,1.56,10.1,12.6,207.0,207.0,24.26666666666667,30.4,26.2,25.6,25.4,0.206,0.231,0.228,0.317,880,706,174,747.0,880,1337.0,1,3600.0,0.0,13,5,1,2022,2
111,28.5,64.5,21.1,32.3,0.0,1009.4,985.7,44.0,30.0,15.0,27,1.4,11.3,14.2,211.0,210.0,25.6,30.3,26.5,25.6,25.4,0.204,0.229,0.228,0.317,720,553,167,637.6,720,1227.0,1,3600.0,0.0,14,5,1,2022,2
112,28.1,67.0,21.3,31.3,0.2,1009.2,985.5,41.0,33.0,16.0,20,1.27,9.5,12.4,217.0,214.0,25.2,29.9,26.7,25.6,25.4,0.204,0.228,0.227,0.317,564,409,155,557.2,564,1005.5,1,3600.0,0.0,15,5,1,2022,2
113,27.6,68.0,21.2,30.8,0.13333333333333336,1009.1,985.4,38.0,24.5,9.0,39,1.18,9.0,11.8,219.0,218.0,21.6,29.3,26.9,25.6,25.4,0.204,0.228,0.227,0.317,436,289,147,521.5,436,784.0,1,3600.0,0.0,16,5,1,2022,2
114,26.8,77.5,21.6,30.6,0.06666666666666668,1009.5,985.7,35.5,16.0,5.0,94,0.95,7.3,9.7,221.0,219.0,19.4,28.5,27.0,25.6,25.4,0.203,0.227,0.227,0.317,250,176,74,517.5,250,481.1,1,3600.0,0.0,17,5,1,2022,2
115,26.266666666666666,87.0,22.7,29.6,0.0,1010.0,986.0,33.0,5.0,1.0,94,0.42,5.6,8.9,225.0,220.0,12.6,27.5,27.1,25.6,25.4,0.203,0.227,0.226,0.317,58,33,25,221.2,58,150.4,1,2308.92,0.0,18,5,1,2022,2
116,25.733333333333334,84.5,22.2,28.4,0.0,1010.7,986.7,45.0,19.0,0.0,92,0.4,8.0,11.3,207.0,197.0,11.149999999999999,28.1,27.0,25.6,25.4,0.196,0.223,0.226,0.317,0,0,0,0.0,0,0.0,0,0.0,0.0,19,5,1,2022,2
117,25.2,82.0,21.8,29.2,0.0,1011.7,987.7,42.0,12.0,3.0,99,0.59,5.5,8.8,203.0,231.0,9.7,26.8,27.0,25.6,25.4,0.196,0.223,0.226,0.317,0,0,0,0.0,0,0.0,0,0.0,0.0,20,5,1,2022,2
118,25.1,81.0,21.5,29.4,0.0,1012.0,988.0,36.5,3.0,0.0,81,0.45499999999999996,2.5,3.8,315.0,265.0,6.5,25.9,26.9,25.6,25.4,0.196,0.223,0.226,0.317,0,0,0,0.0,0,0.0,0,0.0,0.0,21,5,1,2022,2
119,24.3,83.0,21.3,27.1,0.0,1011.7,987.6,31.0,1.5,0.0,100,0.32,4.25,4.5,342.0,299.0,6.5,25.1,26.8,25.6,25.4,0.197,0.223,0.2255,0.317,0,0,0,0.0,0,0.0,0,0.0,0.0,22,5,1,2022,2
120,23.5,85.0,20.9,26.9,0.0,1011.7,987.6,20.0,0.0,0.0,66,0.42,6.0,9.4,343.0,313.0,9.9,24.6,26.6,25.6,25.4,0.197,0.222,0.225,0.317,0,0,0,0.0,0,0.0,0,0.0,0.0,23,5,1,2022,2
121,23.25,82.0,20.2,26.1,0.0,1011.7,987.6,15.5,0.0,4.0,36,0.5,8.1,13.8,339.0,317.0,13.3,24.3,26.4,25.7,25.4,0.197,0.222,0.225,0.317,0,0,0,0.0,0,0.0,0,0.0,0.0,0,6,1,2022,3
122,23.0,81.0,19.5,25.5,0.0,1011.4,987.2,11.0,0.0,9.0,20,0.54,8.0,13.7,342.0,315.0,13.15,24.0,26.2,25.7,25.4,0.197,0.222,0.225,0.317,0,0,0,0.0,0,0.0,0,0.0,0.0,1,6,1,2022,3
123,22.75,82.0,19.3,25.1,0.0,1010.8,986.6,13.0,0.0,12.0,10,0.5,6.6,12.3,338.0,308.0,13.0,23.7,26.1,25.7,25.4,0.198,0.222,0.225,0.317,0,0,0,0.0,0,0.0,0,0.0,0.0,2,6,1,2022,3
124,22.5,81.0,19.2,24.9,0.0,1010.6,986.6,15.0,0.0,13.0,23,0.51,7.2,12.0,333.0,309.0,11.9,23.4,25.9,25.7,25.4,0.198,0.222,0.224,0.317,0,0,0,0.0,0,0.0,0,0.0,0.0,3,6,1,2022,3
125,23.15,82.0,19.1,24.7,0.0,1010.8,986.6,15.666666666666666,0.0,67.0,87,0.47,6.4,10.9,333.0,304.0,12.2,23.2,25.7,25.7,25.4,0.198,0.222,0.224,0.316,0,0,0,0.0,0,0.0,0,0.0,0.0,4,6,1,2022,3
126,23.8,82.5,19.1,24.5,0.0,1011.2,987.0,16.333333333333332,0.0,76.0,6,0.41,5.3,8.0,332.0,306.0,10.4,23.0,25.5,25.7,25.4,0.198,0.222,0.224,0.316,0,0,0,0.0,0,0.0,0,0.0,0.0,5,6,1,2022,3
127,24.450000000000003,83.0,19.5,25.5,0.0,1011.6,987.4,17.0,5.0,21.0,0,0.47,4.8,7.9,322.0,309.0,8.6,22.9,25.3,25.7,25.4,0.198,0.221,0.224,0.316,13,4,9,42.6,13,71.2,1,0.0,0.0,6,6,1,2022,3
128,25.1,80.0,21.4,29.0,0.0,1012.5,988.5,37.0,0.0,11.0,100,0.64,4.3,5.0,312.0,300.0,13.3,24.5,25.2,25.6,25.4,0.197,0.221,0.2235,0.316,174,117,57,501.7,174,329.9,1,3600.0,0.0,7,6,1,2022,3
129,26.25,74.0,21.5,30.3,0.0,1012.7,988.8,30.0,0.0,0.0,99,0.9,6.2,7.7,277.0,281.0,15.5,25.8,25.2,25.6,25.4,0.196,0.22,0.223,0.316,397,309,88,674.0,397,648.5,1,3600.0,0.0,8,6,1,2022,3
130,27.4,73.0,22.1,31.8,0.0,1012.6,988.8,8.0,4.0,0.0,13,0.98,7.3,9.1,261.0,263.0,19.1,27.2,25.3,25.6,25.4,0.195,0.219,0.222,0.316,635,532,103,811.0,635,927.9,1,3600.0,0.0,9,6,1,2022,3
131,28.5,69.0,22.2,33.9,0.0,1012.1,988.4,35.0,12.0,4.0,74,1.21,8.3,10.4,268.0,272.0,20.9,28.6,25.6,25.6,25.4,0.192,0.218,0.222,0.316,813,691,122,850.6,813,1149.1,1,3600.0,0.0,10,6,1,2022,3
132,29.15,65.0,22.1,35.5,0.0,1011.6,988.0,51.25,3.0,2.0,39,1.45,8.2,10.2,255.0,260.0,23.8,29.8,25.8,25.6,25.4,0.19,0.216,0.221,0.316,923,790,133,861.6,923,1255.3,1,3600.0,0.0,11,6,1,2022,3
133,29.8,63.0,22.0,35.3,0.6,1010.8,987.2,67.5,26.0,22.0,96,1.56,11.5,13.8,229.0,231.0,26.6,30.6,26.2,25.6,25.4,0.191,0.215,0.221,0.316,937,810,127,841.6,937,1361.5,1,3600.0,0.0,12,6,1,2022,3
134,28.733333333333334,70.0,23.3,36.1,1.1,1010.6,987.0,83.75,19.0,49.0,99,1.2,6.5,8.0,199.0,207.0,27.0,30.7,26.5,25.6,25.4,0.199,0.214,0.22,0.316,898,750,148,792.8,898,1338.2,1,3600.0,0.0,13,6,1,2022,3
135,27.666666666666668,79.0,22.1,30.4,0.65,1010.9,987.0,100.0,39.0,95.0,100,0.72,8.1,10.2,249.0,252.5,22.0,30.0,26.7,25.6,25.4,0.247,0.214,0.22,0.316,626,415,211,477.8,626,1228.7,1,3600.0,0.0,14,6,1,2022,3
136,26.6,78.0,22.4,31.1,0.2,1010.4,986.6,62.0,8.0,52.0,93,0.76,7.949999999999999,5.3,305.0,298.0,19.1,29.3,26.9,25.7,25.4,0.247,0.214,0.22,0.316,479,301,178,409.2,479,1040.4,1,3600.0,0.0,15,6,1,2022,3
137,26.02,78.0,22.9,31.3,1.2499999999999998,1010.3,986.5,29.0,51.0,9.0,23,0.78,7.8,9.7,248.0,248.0,19.8,29.2,27.1,25.7,25.4,0.244,0.214,0.22,0.316,491,378,113,680.1,491,786.2,1,3600.0,0.0,16,6,1,2022,3
138,25.44,84.0,21.5,27.4,2.3,1011.2,986.9666666666667,100.0,94.0,6.5,70,0.6,8.95,15.6,302.0,299.0,20.35,27.9,27.2,25.7,25.4,0.268,0.214,0.2195,0.316,234,147,87,430.2,234,483.4,1,3600.0,0.0,17,6,1,2022,3
139,24.86,86.0,21.4,27.1,0.1,1011.0,987.4333333333333,81.5,11.0,4.0,54,0.42,10.1,13.9,343.0,335.0,20.9,26.2,27.1,25.7,25.4,0.265,0.215,0.219,0.316,37,14,23,93.4,37,152.5,1,647.94,0.0,18,6,1,2022,3
140,24.28,85.5,20.7,26.1,0.05,1012.0,987.9,63.0,24.0,24.0,91,0.41,9.6,14.8,328.0,311.0,18.549999999999997,25.3,26.9,25.7,25.4,0.222,0.211,0.219,0.315,0,0,0,0.0,0,0.0,0,0.0,0.0,19,6,1,2022,3
141,23.7,85.0,20.9,26.7,0.0,1012.6,988.5,53.0,18.0,13.0,96,0.43999999999999995,9.1,15.0,326.0,312.0,16.2,24.6,26.7,25.7,25.4,0.222,0.211,0.219,0.315,0,0,0,0.0,0,0.0,0,0.0,0.0,20,6,1,2022,3
142,23.566666666666666,84.0,21.2,27.3,0.0,1013.3,989.2,36.5,16.0,3.0,16,0.47,8.4,13.5,329.0,315.0,14.8,24.3,26.5,25.7,25.4,0.222,0.211,0.218,0.315,0,0,0,0.0,0,0.0,0,0.0,0.0,21,6,1,2022,3
143,23.433333333333334,85.0,21.1,26.9,0.0,1013.3,989.2,20.0,14.0,4.0,18,0.45,9.0,14.5,331.0,318.0,14.8,24.0,26.3,25.7,25.4,0.222,0.211,0.218,0.315,0,0,0,0.0,0,0.0,0,0.0,0.0,22,6,1,2022,3
144,23.3,85.0,20.7,26.0,0.0,1012.6,988.4,17.0,10.0,0.0,28,0.43,10.6,16.4,335.5,322.0,17.6,23.7,26.1,25.7,25.4,0.221,0.211,0.218,0.315,0,0,0,0.0,0,0.0,0,0.0,0.0,23,6,1,2022,3
145,23.2,83.0,20.2,25.2,0.0,1011.8,987.7,17.0,7.0,0.0,36,0.48,13.4,19.8,340.0,327.0,21.6,23.5,25.9,25.7,25.4,0.221,0.211,0.218,0.315,0,0,0,0.0,0,0.0,0,0.0,0.0,0,7,1,2022,4
146,23.25,83.0,20.1,24.8,0.0,1011.4,987.3,32.0,16.0,0.0,58,0.48,15.6,22.2,345.0,335.0,25.6,23.4,25.7,25.7,25.4,0.221,0.211,0.218,0.315,0,0,0,0.0,0,0.0,0,0.0,0.0,1,7,1,2022,4
147,23.3,82.0,20.0,25.0,0.0,1011.4,987.3,59.0,33.0,0.0,97,0.52,14.6,21.3,344.0,336.0,25.6,23.3,25.6,25.7,25.4,0.22,0.212,0.217,0.315,0,0,0,0.0,0,0.0,0,0.0,0.0,2,7,1,2022,4
148,23.3,80.0,19.7,24.9,0.0,1011.4,987.3,50.0,19.0,3.0,97,0.56,14.6,22.4,344.0,336.0,24.700000000000003,23.3,25.4,25.7,25.4,0.22,0.212,0.217,0.315,0,0,0,0.0,0,0.0,0,0.0,0.0,3,7,1,2022,4
149,23.3,80.0,19.7,25.1,0.0,1011.2,987.1,39.0,5.0,8.0,98,0.57,13.2,21.3,338.0,330.0,23.8,23.2,25.2,25.7,25.4,0.22,0.212,0.217,0.315,0,0,0,0.0,0,0.0,0,0.0,0.0,4,7,1,2022,4
150,23.1,80.0,19.6,25.2,0.0,1011.4,987.3,11.0,6.0,9.0,0,0.54,10.6,18.7,332.0,320.0,21.6,23.1,25.1,25.7,25.4,0.22,0.212,0.217,0.315,0,0,0,0.0,0,0.0,0,0.0,0.0,5,7,1,2022,4
151,24.033333333333335,80.0,20.1,25.8,0.0,1012.1,987.9,47.0,18.0,11.0,81,0.44,8.9,11.0,319.0,308.0,16.9,23.0,25.0,25.7,25.4,0.219,0.212,0.2165,0.315,12,4,8,43.0,12,69.8,1,0.0,0.0,6,7,1,2022,4
152,24.96666666666667,80.0,21.7,29.1,0.0,1012.9,988.9,40.0,13.0,8.0,78,0.65,7.2,10.0,307.0,291.0,14.0,24.4,24.9,25.7,25.4,0.222,0.214,0.216,0.315,147,90,57,388.9,147,327.4,1,3600.0,0.0,7,7,1,2022,4
153,25.9,73.0,21.3,29.9,0.0,1013.2,989.3,33.0,17.666666666666668,13.0,31,0.8266666666666667,7.9,9.7,270.0,274.0,16.9,25.6,24.9,25.7,25.4,0.22,0.214,0.216,0.315,372,271,101,593.0,372,646.5,1,3600.0,0.0,8,7,1,2022,4
154,26.833333333333332,71.0,21.4,30.2,0.2,1013.3,989.4,42.0,22.333333333333336,11.0,15,1.0033333333333334,10.8,14.1,270.0,273.0,23.4,26.7,25.0,25.7,25.4,0.22,0.213,0.216,0.315,566,447,119,682.5,566,926.5,1,3600.0,0.0,9,7,1,2022,4
155,27.766666666666666,69.0,21.7,31.9,0.1,1012.9,989.1,41.5,27.0,7.0,22,1.18,11.15,14.1,264.0,267.0,24.5,27.7,25.2,25.7,25.4,0.218,0.213,0.215,0.315,689,512,177,630.7,689,1148.3,1,3600.0,0.0,10,7,1,2022,4
156,28.7,67.5,21.6,33.3,0.2,1012.2,988.5,41.0,26.0,20.0,18,1.27,11.5,14.4,256.0,257.0,25.9,28.8,25.5,25.7,25.4,0.217,0.212,0.215,0.314,835,658,177,717.7,835,1296.9,1,3600.0,0.0,11,7,1,2022,4
157,28.3,66.0,21.8,33.6,0.2,1011.6,988.0333333333333,60.0,25.0,35.5,71,1.36,11.9,15.3,235.0,236.0,27.549999999999997,29.5,25.7,25.7,25.4,0.215,0.211,0.214,0.314,845,625,220,649.1,845,1362.1,1,3600.0,0.0,12,7,1,2022,4
158,27.9,70.5,21.7,32.5,0.5,1011.4,987.5666666666667,73.0,32.0,51.0,45,1.23,9.95,17.6,241.0,246.0,29.2,29.8,26.0,25.7,25.4,0.216,0.21,0.214,0.314,820,647,173,683.3,820,1339.4,1,3600.0,0.0,13,7,1,2022,4
159,27.5,75.0,22.6,31.8,0.6,1010.9,987.1,52.0,16.0,55.0,16,0.92,8.0,10.4,252.0,256.0,29.2,29.3,26.3,25.7,25.4,0.219,0.209,0.214,0.314,578,295,283,339.2,578,1230.4,1,3600.0,0.0,14,7,1,2022,4
160,26.88,79.5,22.4,30.3,0.4,1010.9,987.3,60.0,14.0,66.0,25,0.84,9.6,16.2,268.0,267.0,29.5,29.0,26.5,25.7,25.4,0.22,0.209,0.213,0.314,505,336,169,455.9,505,1042.5,1,3600.0,0.0,15,7,1,2022,4
161,26.259999999999998,84.0,21.5,27.5,1.2,1011.5,987.5,100.0,17.0,100.0,100,0.5,11.2,15.3,320.0,317.0,28.4,27.6,26.6,25.7,25.4,0.229,0.209,0.213,0.314,297,160,137,287.1,297,788.4,1,3600.0,0.0,16,7,1,2022,4
162,25.64,84.0,21.8,27.8,0.3,1011.7,987.75,88.0,10.5,89.0,43,0.51,12.1,17.9,337.0,330.0,25.166666666666664,26.4,26.6,25.7,25.4,0.231,0.209,0.213,0.314,159,45,114,131.1,159,485.6,1,2512.385,0.0,17,7,1,2022,4
163,25.02,82.5,21.3,27.5,0.0,1012.1,988.0,28.0,4.0,16.0,51,0.51,9.9,18.2,327.0,326.0,21.933333333333334,25.5,26.5,25.7,25.4,0.23,0.209,0.213,0.314,54,20,34,132.7,54,154.6,1,1424.77,0.0,18,7,1,2022,4
164,24.4,81.0,21.0,27.3,0.0,1013.0,988.9,62.5,9.0,100.0,100,0.57,10.8,16.6,334.0,319.0,18.7,25.5,26.7,25.7,25.4,0.212,0.21,0.212,0.314,0,0,0,0.0,0,0.0,0,0.0,0.0,19,7,1,2022,4
165,24.266666666666666,80.0,20.7,27.0,0.0,1013.3,989.2,97.0,8.0,100.0,100,0.6,11.0,16.1,337.0,320.0,18.4,25.2,26.6,25.7,25.4,0.211,0.21,0.212,0.314,0,0,0,0.0,0,0.0,0,0.0,0.0,20,7,1,2022,4
166,24.133333333333333,80.0,20.6,26.6,0.0,1013.7,989.6,75.0,8.0,91.33333333333333,100,0.62,13.2,19.8,338.0,327.0,21.6,25.0,26.4,25.7,25.4,0.211,0.21,0.212,0.314,0,0,0,0.0,0,0.0,0,0.0,0.0,21,7,1,2022,4
167,24.0,80.0,20.5,26.1,0.2,1013.4,989.3,72.0,6.0,82.66666666666667,100,0.59,14.5,22.7,337.0,327.0,23.8,24.7,26.3,25.7,25.4,0.212,0.21,0.211,0.314,0,0,0,0.0,0,0.0,0,0.0,0.0,22,7,1,2022,4
168,23.866666666666667,80.0,20.3,25.9,0.1,1012.7,988.6,72.0,2.0,74.0,94,0.6,13.55,24.1,332.0,322.0,24.8,24.4,26.2,25.7,25.4,0.213,0.209,0.211,0.314,0,0,0,0.0,0,0.0,0,0.0,0.0,23,7,1,2022,4
169,23.733333333333334,76.0,19.3,25.5,0.0,1011.8,987.8666666666667,72.0,0.0,17.0,94,0.71,12.6,22.0,332.5,322.0,24.5,24.2,26.0,25.7,25.4,0.213,0.209,0.211,0.314,0,0,0,0.0,0,0.0,0,0.0,0.0,0,8,1,2022,5
170,23.6,73.0,18.4,25.4,0.1,1011.2,987.1333333333333,72.0,0.3333333333333333,39.0,84,0.79,8.9,16.6,333.0,319.0,20.5,23.9,25.8,25.7,25.4,0.213,0.209,0.211,0.314,0,0,0,0.0,0,0.0,0,0.0,0.0,1,8,1,2022,5
171,23.566666666666666,72.0,17.8,24.4,0.1,1010.5,986.4,72.0,0.6666666666666666,68.0,100,0.79,10.3,17.1,335.0,323.0,16.2,23.6,25.7,25.7,25.4,0.213,0.209,0.211,0.314,0,0,0,0.0,0,0.0,0,0.0,0.0,2,8,1,2022,5
172,23.533333333333335,70.0,17.4,24.0,0.05,1010.1,986.0,68.0,1.0,62.0,99,0.87,13.4,22.7,329.0,327.0,22.3,23.4,25.5,25.7,25.4,0.213,0.209,0.2105,0.313,0,0,0,0.0,0,0.0,0,0.0,0.0,3,8,1,2022,5
173,23.5,69.0,17.4,24.4,0.0,1009.9,985.8,48.5,1.0,80.0,99,0.91,12.2,22.1,326.0,326.0,21.05,23.3,25.4,25.7,25.4,0.213,0.209,0.21,0.313,0,0,0,0.0,0,0.0,0,0.0,0.0,4,8,1,2022,5
174,24.033333333333335,72.0,17.9,25.3,0.1,1010.4,986.3,29.0,0.5,1.0,93,0.81,6.6,14.3,319.0,317.0,19.8,23.2,25.2,25.7,25.4,0.214,0.209,0.21,0.313,0,0,0,0.0,0,0.0,0,0.0,0.0,5,8,1,2022,5
175,24.566666666666666,78.0,18.8,25.5,0.0,1011.1,987.0,35.0,0.0,8.0,100,0.8500000000000001,4.8,8.7,318.0,308.0,10.8,22.9,25.1,25.7,25.4,0.214,0.209,0.21,0.313,12,3,9,32.6,12,68.4,1,0.0,0.0,6,8,1,2022,5
176,25.1,72.0,19.7,27.5,0.0,1011.7,987.7,27.666666666666668,1.5,7.0,94,0.89,9.6,15.7,326.0,328.0,10.4,24.0,25.1,25.7,25.4,0.209,0.21,0.2095,0.313,152,80,72,348.3,152,324.8,1,3600.0,0.0,7,8,1,2022,5
177,26.7,68.0,20.4,29.8,0.0,1012.4,988.5,20.333333333333336,3.0,18.0,89,1.12,7.75,9.0,292.0,299.0,16.6,25.3,25.1,25.7,25.4,0.208,0.209,0.209,0.313,392,293,99,643.1,392,644.4,1,3600.0,0.0,8,8,1,2022,5
178,27.549999999999997,68.0,21.1,31.5,0.0,1012.4,988.6,13.0,0.0,6.0,32,1.19,5.9,7.2,259.0,267.0,16.6,26.8,25.2,25.7,25.4,0.206,0.208,0.209,0.313,593,452,141,691.1,593,925.1,1,3600.0,0.0,9,8,1,2022,5
179,28.4,66.5,21.4,33.5,0.0,1012.2,988.5,20.75,6.0,20.0,68,1.32,6.2,7.1,234.0,240.0,17.433333333333334,28.3,25.4,25.7,25.4,0.203,0.207,0.208,0.313,771,606,165,746.9,771,1147.6,1,3600.0,0.0,10,8,1,2022,5
180,29.1,65.0,21.8,35.1,0.0,1011.5,987.8,28.5,8.0,18.0,94,1.42,5.5,6.8,247.0,252.0,18.26666666666667,29.5,25.7,25.7,25.4,0.2,0.206,0.208,0.313,873,701,172,764.6,873,1296.8,1,3600.0,0.0,11,8,1,2022,5
181,29.6,66.0,22.6,36.5,0.0,1010.5,986.9,36.25,1.0,16.0,100,1.4,6.1,7.2,230.0,233.0,19.1,30.7,26.0,25.7,25.4,0.196,0.205,0.207,0.313,955,823,132,854.3,955,1318.6999999999998,1,3600.0,0.0,12,8,1,2022,5
182,28.833333333333336,70.0,23.4,36.5,0.0,1009.8,986.2,44.0,9.0,10.0,100,1.065,7.2,8.5,207.0,208.0,20.9,31.3,26.3,25.7,25.4,0.193,0.203,0.207,0.313,922,784,138,827.2,922,1340.6,1,3600.0,0.0,13,8,1,2022,5
183,28.066666666666666,73.5,22.9,32.2,4.0,1009.5,985.7,69.0,13.0,24.0,100,0.73,9.8,12.3,253.0,249.0,25.2,30.8,26.7,25.7,25.4,0.236,0.203,0.206,0.313,794,647,147,742.8,794,1232.1,1,3600.0,0.0,14,8,1,2022,5
184,27.3,77.0,23.0,31.8,1.3,1008.9,985.1,54.0,17.0,14.0,100,0.6566666666666666,6.8,8.6,3.0,2.0,23.4,29.4,26.9,25.7,25.4,0.251,0.203,0.206,0.313,423,145,278,196.4,423,1044.5,1,3600.0,0.0,15,8,1,2022,5
185,26.4,81.0,22.5,30.4,1.4,1009.3,985.4,57.5,12.0,34.0,99,0.5833333333333334,3.1,3.9,234.0,248.0,15.5,28.0,27.0,25.7,25.4,0.262,0.204,0.206,0.313,219,67,152,119.9,219,790.7,1,2074.3,0.0,16,8,1,2022,5
186,25.5,85.0,22.7,30.3,0.7,1009.7,985.8,61.0,19.0,29.5,99,0.51,4.35,5.5,292.0,293.0,9.0,27.2,27.0,25.7,25.4,0.259,0.205,0.206,0.313,153,27,126,78.3,153,487.8,1,548.6,0.0,17,8,1,2022,5
187,24.95,87.0,22.8,29.6,0.0,1010.1,986.1,46.0,1.0,25.0,100,0.41,5.6,12.7,310.0,315.0,10.8,26.4,27.0,25.7,25.4,0.256,0.206,0.206,0.312,47,15,32,99.0,47,156.6,1,771.43,0.0,18,8,1,2022,5
